IMPORTER NAME,IMPORTER ADDRESS,COUNTRY,HS CODE,PRODUCT DESCRIPTION,PRODUCT,MAPPED COMMODITY,PRICE 
RELIANCE INDUSTRIES LIMITED,RELIANCE INDUSTRIES LTD MAKER CHAMBER IV 3RD FLOOR222 NARIMAN POINT MUMBAI MAHARASHTRA PIN 400021 ,India,74181024,Serving Spoon Saint Bonnet EPNS Serving Spoon Saint Bonnet EPNS,Serving Spoon Saint,Serving Spoon,Negotiable
PRIDE IMPEX,PRIDE IMPEXN A N A,India,74102100,COPPER CLAD LAMINATE FOR MANUFACTURING PRINTED CIRCUIT BOARD FR 4 1 0MM 18 18 UV A 41X49 300 SHEETS COPPER CLAD LAMINATESFOR MANUFACTURING PRINTED CIRCUIT BOARD,COPPER CLAD LAMINATE,COPPER CLAD,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,24260000 HG SHOWER SYSTEM PULSIFY 105 3JET RELAXATION SHOWERTHERM BAR 650MM CHR 24260000 HG SHOWER SYSTEM PULSIFY 105 3JET RELAXATION SHOWER,24260000 HG SHOWER,24260000 HG,Negotiable
HOUSE OF WATERWAYS PRIVATE LIMITED,HOUSE OF WATERWAYS PRIVATE LIMITED143 HIRANANDANI INDL ESTATE KANJUR MARG W ,India,74182020, CP FITTINGS AL98L863DNK 1 PCS MADE OF BRASS CONCEALEDSINGLE LEVER SHOWER VALVE TWO OUTLETS WITH HANDSET KIT BRUSH CP FITTINGS AL98L863DNK 1 PCS MADE OF BRASS CONCEALED,CP FITTINGS,CP,Negotiable
MISUMI INDIA PRIVATE LIMITED,MISUMI INDIA PVT LTD 3RD FL ONYX BUILDING NORTH MAIN ROAD KOREGAON PARIK PUNE MAH PIN 411001 ,India,74122090,JOINT PLUG HX JTW1 150 STANDARD COMPONENTS FOR PRESS DIE AND PLASTIC MOLD JOINT PLUG HX JTW1 150 STANDARD COMPONENTS FOR PRESS DIE AN,JOINT PLUG HX,JOINT PLUG,Negotiable
HAFELE INDIA PRIVATE LIMITED,HAFELE INDIA PVT LTD OFFICE NO 3 BLDG A BETA 1 THINK TECHNO CAMPUS KANJURMARG E MUMBAI MAHARASHTRA PIN 400042 ,India,74198090,532 88 860 CONVERSION SET 808011 24866621 532 88 860 CONVERSION SET 808011 24866621,532 88 860,532 88,Negotiable
MSS INDIA PRIVATE LIMITED,MSS INDIA PVT LTD H 8 MIDC AREA AMBAD NASIK MAH PIN 422010 ,India,74071010,COPPER ROD ASTMB187 CU OFE H04 48 00 X 0 00 MM RND X 3 000 00 MM QTY 24 PCS COPPER ROD,COPPER ROD ASTMB187,COPPER ROD,Negotiable
SUNRAJ INDUSTRIES,SUNRAJ INDUSTRIES 218VEENA INDL ESTATE L B S MARGVIKHROLI W MUMBAIMAHARASHTRA PIN 400083 ,India,74111000,WROUGHT COPPER TUBES FOR REFRIGERATION AND AIR CONDITIONINGPURPOSES 12 7MMX0 8MMX15 24MWROUGHT COPPER TUBES FOR REFRIGERATION AND AIR CONDITIONING,WROUGHT COPPER TUBES,WROUGHT COPPER,Negotiable
EMINENT CIRCUITS PRIVATE LIMITED,EMINENT CIRCUITS PRIVATE LIMITEDJ BLOCK PLOT NO 448 MIDC BHOSARI P UNE ,India,74102100,GLASS EPOXY COPPER CLAD LAMINATES FOR MFG PCB FR4 YELLOW LED A GRADE UV LX201 1 6MM 35 0 41 X49 500 PCS GLASS EPOXY COPPER CLAD LAMINATES FOR MFG PCB ,GLASS EPOXY COPPER,GLASS EPOXY,Negotiable
WAGO PRIVATE LIMITED,WAGO LIMITED C 4 5 LOWER GROUND FLOOR SAFDARJUNG DEVELOPMENT AREA NEW DELHI PIN 110016 ,India,74198090,CURRENT BAR 311 870 51156160 FOR MANUFACTURING OF TERMINAL BLOCK CURRENT BAR 311 870 51156160 FOR MANUFACTURING OF TERMINA,CURRENT BAR 311,CURRENT BAR,Negotiable
VAREX IMAGING MANUFACTURING INDIA PRIVATE LIMITED,VAREX IMAGING MANUFACTURING INDIA PRIVATE LIMITEDN A N A,India,74152100,SPACER 562 X 260 X 024 BRASS 400243 SPACER 562 X 260 X 024 BRASS 400243 ,SPACER 562 X,SPACER 562,Negotiable
BAUER KOMPRESSOREN INDIA PRIVATE LIMITED,BAUER KOMPRESSOREN INDIA PRIVATE LIMITED PLOT NO A 71 amp A 72 PART H BLOCKMIDCPIMPRI PUNE MAH PIN 411018 ,India,74153990,COMPRESSOR SPARE PARTS 064698 BOTTLE CONNECTION COMPRESSOR SPARE PARTS ,COMPRESSOR SPARE PARTS,COMPRESSOR SPARE,Negotiable
SIEMENS LIMITED,SIEMENS LTD 130 PANDURANG BUDHKAR MARG WORLI MUMBAI MAHARASHTRA PIN 400018 ,India,74153990,6GK5795 1TR10 0AA6 R SMA MALE TERMINATION IMPEDANCE TI795 1R2 4 AND 5 GHZ 10 PAC 6GK5795 1TR10 0AA6 R SMA MALE TERMINATION IMPEDANCE TI795 1R,6GK5795 1TR10 0AA6,6GK5795 1TR10,Negotiable
MSS INDIA PRIVATE LIMITED,MSS INDIA PVT LTD H 8 MIDC AREA AMBAD NASIK MAH PIN 422010 ,India,74071010,COPPER ROD ASTMB187 CU OFE H04 36 00 X 0 00 MM RND X 3 000 00 MM QTY 41 PCS COPPER ROD,COPPER ROD ASTMB187,COPPER ROD,Negotiable
WEATHERFORD DRILLING AND PRODUCTION SERVICES INDI,WEATHERFORD DRILLING PRODUCTION SERVICES I P LTDBLOCK NO 74 MUKUTNAGAR SOKHADA ROAD MANJUSAR TAL SAVLI DIST BARODA PIN 391775 ,India,74153390,Item 734299 CAP BUTTON 0 250 20 X 0 500 316 SS Item 734299 SCREW CAP BUTTON 0 250 20 X 0 500 316 SS,Item 734299 CAP,Item 734299,Negotiable
SRI SHANKESHWAR IMPEX,SRI SHANKESHWAR IMPEX 701 SAI SHRADDHA TOWER DEVDAS LANE BORIVALI W MUMBAI MAHARASHTRA PIN 400103 ,India,74182010,BRASS LINUX 6 WAY DIVERTER OVAL PALTE RG BRASS,BRASS LINUX 6,BRASS LINUX,Negotiable
AMPHENOL INTERCONNECT INDIA PRIVATE LIMITED,AMPHENOL INTERCONNECT INDIA PVT LTD 105 BHOSARI INDUSTRIAL AREA P B NO 1 PUNE MAHARASHTRA PIN 411026 ,India,74130000,212 P01679 00 WMBD176 AA59569R36T0781 BRAID 212 P01679 00 WMBD176 AA59569R36T0781 BRAID,212 P01679 00,212 P01679,Negotiable
SURYATANTRA ENTERPRISES LLP,SURYATANTRA ENTERPRISES LLPSN 22 8 B MN 1493 1 2 MORE BUNGLO W RD DHAYARI ,India,74152900,Pin 1 25 Pin 1 25,Pin 1 25,Pin 1,Negotiable
SRI SHANKESHWAR IMPEX,SRI SHANKESHWAR IMPEX 701 SAI SHRADDHA TOWER DEVDAS LANE BORIVALI W MUMBAI MAHARASHTRA PIN 400103 ,India,74182010,BRASS HANDLE BRASS,2641100 END CAP FOR FCD FCE 10 NICKEL PLATED BRASS 2641100 END CAP FOR FCD FCE 10 NICKEL PLATED BRASS,BRASS HANDLE,Negotiable
MODERNIZING TRENDS PRIVATE LIMITED,MODERN SALES AGENCY INDIA PVT LTD 9 NAGDEVI CROSS LANE P B NO 3313 MUMBAI MAHARASHTRA PIN 400003 ,India,74122019,CAP 3 4 PEX G QEST GZ165 3 4 PEX GZ165Y004 BRASS FITTINGS,CAP 3 4,CAP 3,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74121000,52105700 HG HG BOTTLE TRAP FLOWSTAR S MATT WHITE 52105700 HG HG BOTTLE TRAP FLOWSTAR S MATT WHITE,52105700 HG HG,52105700 HG,Negotiable
ROBERTSHAW CONTROLS PRIVATE LIMITED,ROBERTSHAW CONTROLS PRIVATE LIMITED T 2840 BAL RAJESHWARI ROAD INDIRA COLONY MULUND WEST MUMBAI M S PIN 400080 ,India,74198030, FOR CAPTIVE USE AGNI ON C260 BRASS PART NO Z 95337 NFMISCERTIFICATE NO MIN202100561457 ,FOR CAPTIVE,FOR,Negotiable
R T JAIN AND COMPANY,R T JAIN amp COMPANY F 1 19 M I D C TARAPUR DIST PALGHAR MAHARASHTRA PIN 401506 ,India,74040012,COPPER SCRAP DRUID AS PER ISRI PSIC NO 442134AM25 DT 30 01 2025 COPPER SCRAP DRUID,COPPER SCRAP DRUID,COPPER SCRAP,Negotiable
V W BIOTECH PRIVATE LIMITED,V W BIOTECH PRIVATE LIMITEDFlat No A4 1305 Akshar Elementa Tathawade,India,74198090,Aseptic Cutter Ring 13X12X35 NAC06 Aseptic Cutter Ring 13X12X35 NAC06,Aseptic Cutter Ring,Aseptic Cutter,Negotiable
PRIJAI HEAT EXCHANGERS PRIVATE LIMITED,PRIJAI HEAT EXCHANGERS PVT LTD PLOT NO B 25 CHINCHAVLI MIDC TTCINDL AREA NAVI MUMBAI PIN 400708 ,India,74111000,COPPER TUBE SMOOTH 1 4 X 0 7 MM COPPER TUBE SMOOTH 1 4 X 0 7 MM,COPPER TUBE SMOOTH,COPPER TUBE,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,28632990 HG HG WALL BAR UNICA S PURO 650MM PGO 28632990 HG HG WALL BAR UNICA S PURO 650MM PGO,28632990 HG HG,28632990 HG,Negotiable
KIRLOSKAR CHILLERS PRIVATE LIMITED,KIRLOSKAR CHILLERS PRIVATE LIMITED OFFICE NO 1041ST FLOOR TOWER P 3PENTAGONMAGARPATTA CITY HADAPSARPUNE MAH PIN 411028 ,India,74111000,COPPER TUBES 55 425 30 109 2 98 0 41 0 43 2168 pcs COPPER TUBES 55 425 30 109 2 98 0 41 0 43 2168 pcs ,COPPER TUBES 55,COPPER TUBES,Negotiable
LIXIL INDIA PRIVATE LIMITED,LIXIL INDIA PRIVATE LIMITED BUILDING NO P 5 GALA NO 1 8 PRITHIVI COMPLEX RETHI BUNDER ROADKALHER VILLAGE BHIWANDI THANE PIN 421302 ,India,74182010,F78107 CHADYBR BOTTLE TRAP 25 CM BRASS 2000 PCS SANITARYFITTINGS BRAND AMERICANS STANDARD F78107 CHADYBR BOTTLE TRAP 25 CM BRASS 2000 PCS SANITARY,F78107 CHADYBR BOTTLE,F78107 CHADYBR,Negotiable
MULTILINE ELECTRONICS PRIVATE LIMITED,MULTILINE ELECTRONICS PVT LTD PARADISE VILLA1ST FLR 22 BHULABHAI DESAI RD MUMBAI PIN 400026 ,India,74102200,COMPOSITE COPPER CLAD MATERIAL 1000 SHEETS CONSISTING OF PAPER EPOXY GLASS CLOTH 1 0MM 22 MICRON COPPER THICKNESS COMPOSITE COPPER CLAD MATERIAL 1000 SHEETS CONSISTING OF P,COMPOSITE COPPER CLAD,COMPOSITE COPPER,Negotiable
NILFISK INDIA PRIVATE LIMITED,NILFISK ADVANCE INDIA LTD D 4097VASANT KUNJ NEW DELHI NEW DELHI PIN 110070 ,India,74122090,101119499 HIGH PRESSURE COUPLINGS KIT 101119499 HIGH PRESSURE COUPLINGS KIT,101119499 HIGH PRESSURE,101119499 HIGH,Negotiable
L G ELECTRONICS INDIA LIMITED,LG ELECTRONICS INDIA PVT LTD A WING 3RD FLOOR D 3 DISTRICT CENTRE SAKET NEW DELHI PIN 110017 ,India,74111000,COPPER CAPILLARY TUBE 3H01535W NFMIMS NO MIN202100567007DT 28 04 2025 ,COPPER CAPILLARY TUBE,COPPER CAPILLARY,Negotiable
ROBERTSHAW CONTROLS PRIVATE LIMITED,ROBERTSHAW CONTROLS PRIVATE LIMITED T 2840 BAL RAJESHWARI ROAD INDIRA COLONY MULUND WEST MUMBAI M S PIN 400080 ,India,74112900, COPPER TUBE CU TIN PLATE CAPILLARY TR073 NFMIS CERTIFICATE NO MIN202100561482 FOR CAPTIVE USE COPPER TUBE CU TIN PLATE CAPILLARY TR073 NFMIS CERTIFICAT,COPPER TUBE,COPPER,Negotiable
CARRIER MIDEA INDIA PRIVATE LIMITED,CARRIER MIDEA INDIA PVT LTD FIRST FLOOR PLOT NO 51 SECTOR 32 GURGAON HARYANA PIN 122001 ,India,74111000,SEAMLESS COPPER TUBES 1 4mmx0 58mmx15 24M 2016C1025905 CMI WROUGHT COPPER TUBES FOR REFRIGERATION AC AS PER IS107SEAMLESS COPPER TUBES 1 4mmx0 58mmx15 24M 2016C1025905 CMI ,SEAMLESS COPPER TUBES,SEAMLESS COPPER,Negotiable
BOBST INDIA PRIVATE LIMITED,BOBST INDIA PVT LTD GAT NO 82124126 TO 132 136 195 PART VIL KASAR AMBOLIPOST AMBADVET GHOTAWADE RD MULSHI PUNE MS PIN 412108 ,India,74122090,FRL UNIT BRASS FITTING N A PARTS FOR FLEXO FOLDER GLUER MACHINE FRL UNIT BRASS FITTING N A PARTS FOR FLEXO FOLDER GLUER MAC,FRL UNIT BRASS,FRL UNIT,Negotiable
ALIAXIS UTILITIES AND INDUSTRY PRIVATE LIMITED,ALIAXIS UTILITIES AND INDUSTRY PRIVATE LIMITED Address PLOT NOS L 148 149 VERNA INDUSTRIAL ESTATE ESTATE BEHIND CI,India,74153390,TERMINAL PIN PERNO OTTONE RAM STAGN TK140002 01 KONTAKTSTIFT GERAENDELT INDEX 10 4 00 000 PCS TERMINAL PINPERNO OTTONE RAM STAGN TK140002 01 KONTAKTSTIFT,TERMINAL PIN PERNO,TERMINAL PIN,Negotiable
BLUE STAR LIMITED,BLUE STAR LTD KASTURI BUILDINGS JAMSHEDJI TATA ROAD MUMBAI MAHARASHTRA PIN 400020 ,India,74111000,635X070X180 LWC01 PTSE CUHD006070 00 COPPER COILS CUSTOMERPART NO PTSE CUHD006070 00 635X070X180 LWC01 PTSE CUHD006070 00 COPPER COILS CUSTOMER,635X070X180 LWC01 PTSE,635X070X180 LWC01,Negotiable
ASTON PROCESSORS LIMITED,ASTON PROCESSORS LIMITEDFLAT NO 104 BLDG NO A 1 HARMONY R ESIDENCY ,India,74040012,COPPER SCRAP BIRCH CLIFF AS PER ISRI PSIC NO PSICDDIGXX474876AM26 DATE 31 01 2025 MPCBNO SRO TARAPUR I CONSENT 21070COPPER SCRAP BIRCH CLIFF AS PER ISRI,COPPER SCRAP BIRCH,COPPER SCRAP,Negotiable
AMPCO METAL INDIA PRIVATE LIMITED,AMPCO METAL INDIA PVT LTD GAT NO 357 73PLOT NO 12 amp 13WAGH JAINAGAR ROADKHARABWADI TAL KHEDCHAKANPUNE MAH PIN 410501 ,India,74198090,AMPCO R 25 RING 225 0 110 0 X 90 mm CENT CAST AND ROUGHMACHINED 1 PC AMPCO R 25 RING 225 0 110 0 X 90 mm CENT CAST AND ROUGH,AMPCO R 25,AMPCO R,Negotiable
HOUSE OF WATERWAYS PRIVATE LIMITED,HOUSE OF WATERWAYS PRIVATE LIMITED143 HIRANANDANI INDL ESTATE KANJUR MARG W ,India,74182020, CP FITTINGS AC320NE 1 PCS MADE OF BRASS WALL MOUNTED BATH SPOUT MATT BLACK CP FITTINGS AC320NE 1 PCS MADE OF BRASS WALL MOUNTED B,CP FITTINGS,CP,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,42036000 AX HG PAPER ROLL HOLDER AXOR MONTREUX CHROME 42036000 AX HG PAPER ROLL HOLDER AXOR MONTREUX CHROME,42036000 AX HG,42036000 AX,Negotiable
RIDDHI IMPEX,RIDDHI IMPEX 4 2 ALANKAR CINEMA BLDG S V P ROAD MUMBAI MAHARASHTRA PIN 400004 ,India,74111000,COPPER TUBE SIZE AS PER INVOICE AND PACKING LIST CML NO 4100176379COPPER TUBE METTUBE ASIAN AFTA,COPPER TUBE SIZE,COPPER TUBE,Negotiable
DRAEGER INDIA PRIVATE LIMITED,DRAEGER MEDICAL INDIA PVT LTD GOLDLINE BUSINESS CENTREGROUND FL LINKWAY INDL ESTATELINK ROADMALADMUMBAIMAHARASHTRA PIN 400064 ,India,74198090,T04550 SINTERED METAL FILTER FOR MEDICAL EQUIPMENT T04550 SINTERED METAL FILTER FOR MEDICAL EQUIPMENT ,T04550 SINTERED METAL,T04550 SINTERED,Negotiable
ATLAS COPCO INDIA PRIVATE LIMITED,ATLAS COPCO INDIA LIMITED MUMBAI PUNE ROAD SVEANAGAR DAPODI PUNE MAHARASHTRA PIN 411012 ,India,74198090,4210200600 STRAINER SPARE PARTS,4210200600 STRAINER SPARE,4210200600 STRAINER,Negotiable
AQUANT,AQUANT 68 543MOTILAL NAGAR NO 1RD NO 1 OFF LINK ROADGOREGAON W MUMBAI PIN 400104 ,India,74182010,BRASS RAIN SHOWER 4007 CP BRASS RAIN SHOWER 4007 CP ,BRASS RAIN SHOWER,BRASS RAIN,Negotiable
EMINENT CIRCUITS PRIVATE LIMITED,EMINENT CIRCUITS PRIVATE LIMITEDJ BLOCK PLOT NO 448 MIDC BHOSARI P UNE ,India,74102100,GLASS EPOXY COPPER CLAD LAMINATES FOR MFG PCB FR4 YELLOW LED A GRADE UV LX201 1 0MM 25 0 41 X49 300 PCS GLASS EPOXY COPPER CLAD LAMINATES FOR MFG PCB ,GLASS EPOXY COPPER,GLASS EPOXY,Negotiable
ATLAS COPCO INDIA PRIVATE LIMITED,ATLAS COPCO INDIA LIMITED MUMBAI PUNE ROAD SVEANAGAR DAPODI PUNE MAHARASHTRA PIN 411012 ,India,74152900,2911011000 KIT UNLOADER 2911011000 KIT UNLOADER,2911011000 KIT UNLOADER,2911011000 KIT,Negotiable
KOHLER INDIA CORPORATION PRIVATE LIMITED,KOHLER INDIA CORPORATION PVT LTD 138 6 6TH A CROSS RMV EXTENSION SADASHIVANAGARBANGALORE KARNATAKA PIN 560080 ,India,74182010,BOTTLE TRAP 350MM 7582IN BL AS PER PO 1013163014INS1 BOTTLE TRAP 350MM 7582IN BL AS PER PO 1013163014INS1 ,BOTTLE TRAP 350MM,BOTTLE TRAP,Negotiable
SUNRAJ INDUSTRIES,SUNRAJ INDUSTRIES 218VEENA INDL ESTATE L B S MARGVIKHROLI W MUMBAIMAHARASHTRA PIN 400083 ,India,74111000,WROUGHT COPPER TUBES FOR REFRIGERATION AND AIR CONDITIONINGPURPOSES 9 52MMx0 41MMWROUGHT COPPER TUBES FOR REFRIGERATION AND AIR CONDITIONING,WROUGHT COPPER TUBES,WROUGHT COPPER,Negotiable
CHOWGULE AND COMPANY PRIVATE LIMITED ,CHOWGULE amp CO PRIVATE LIMITED CHOWGULE HOUSE MORMUGAO HARBOUR GOA PIN 403803 ,India,74121000,GEBERIT MAPRESS COPPER REDUCER WITH PLAIN END D22MM D1 15MM SHIP SPARES GEBERIT MAPRESS COPPER REDUCER WITH PLAIN END,GEBERIT MAPRESS COPPER,GEBERIT MAPRESS,Negotiable
HOUSE OF WATERWAYS PRIVATE LIMITED,HOUSE OF WATERWAYS PRIVATE LIMITED143 HIRANANDANI INDL ESTATE KANJUR MARG W ,India,74182020, CP FITTINGS NU24691POS 1 PCS MADE OF BRASS THREE HOLESBASIN MIXER BRUSHED GOLD PVD CP FITTINGS NU24691POS 1 PCS MADE OF BRASS THREE HOLES,CP FITTINGS,CP,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,26228140 HG HG OVERHEAD SHOWER RAINFINITY 250 1JET CEILING BBR26228140 HG HG OVERHEAD SHOWER RAINFINITY 250 1JET CEILING B,26228140 HG HG,26228140 HG,Negotiable
THAKUR JI MACHINE AND TOOLS,THAKUR JI MACHINE AND TOOLSROOM NO A 01 OM APT ITHURMALI COMPOUND SAHAKAR NAGAR VIRAR EAST,India,74112100,MULTI BRASS TUBES 1 0 400mm MULTI BRASS TUBES 1 0 400mm,MULTI BRASS TUBES,MULTI BRASS,Negotiable
BHAVNISH METAL INDIA PRIVATE LIMITED,BHAVNISH METAL INDIA PRIVATE LIMITEDH 3 14 MALVIYA NAGAR N A,India,74091100,501243037 BARE STRIP WIELAND K09 OFE CU SOFT 501243037 BARE STRIP WIELAND K09 OFE CU SOFT,501243037 BARE STRIP,501243037 BARE,Negotiable
TEKSON ENTERPRISES,TEKSON ENTERPRISES99 101 KESHVAVJI NAIK ROAD BACKSID E GALA NO 5 CHINCH BUNDER MAJID WES,India,74122090,CONNECTION COUPLING 2 5 TYPE HN2 5 2 CONNECTION COUPLING 2 5 TYPE HN2 5 2,CONNECTION COUPLING 2,CONNECTION COUPLING,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,28464310 AX HG BODY SHOWER AXOR CIRCULAR BRG 28464310 AX HG BODY SHOWER AXOR CIRCULAR BRG,28464310 AX HG,28464310 AX,Negotiable
MODISON COPPER PRIVATE LIMITED,MODISON COPPER PRIVATE LIMITED 33 NARIMAN BHAVAN 227 NARIMAN POINT MUMBAI MAHARASHTRA PIN 400021 ,India,74031300,COPPER ALLOY BILLET 200 X 2450MM LOT NO 2F217 2F309 36 PCS COPPER ALLOY BILLET,COPPER ALLOY BILLET,COPPER ALLOY,Negotiable
PROGOLD INDIA,PROGOLD INDIA 3 LAXMI TERRACE DADABHAI X RD NO 3 VILE PARLE W MUMBAIMAHARASHTRA PIN 400056 ,India,74050000,MASTER ALLOY IN GRAINS COMPOSITION CU 82 0 ZN 18 0 RECYCLED METALS 100 FLEXIA154 02500 MASTER ALLOY IN GRAINS COMPOSITION CU 82 0 ZN 18 0 RECYCL,MASTER ALLOY IN,MASTER ALLOY,Negotiable
KOHLER INDIA CORPORATION PRIVATE LIMITED,KOHLER INDIA CORPORATION PVT LTD 138 6 6TH A CROSS RMV EXTENSION SADASHIVANAGARBANGALORE KARNATAKA PIN 560080 ,India,74182020,1167771 LATCH 1167771 LATCH,1167771 LATCH 1167771,1167771 LATCH,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,35277140 AX HG OVERHEAD SHOWER 460 1JET AXOR BBR CEILING 35277140 AX HG OVERHEAD SHOWER 460 1JET AXOR BBR CEILING,35277140 AX HG,35277140 AX,Negotiable
AQUANT,AQUANT 68 543MOTILAL NAGAR NO 1RD NO 1 OFF LINK ROADGOREGAON W MUMBAI PIN 400104 ,India,74182010,BRASS SLIDING RAIL MATT BLACK 1441 MB BRASS SLIDING RAIL MATT BLACK 1441 MB ,BRASS SLIDING RAIL,BRASS SLIDING,Negotiable
VOLTAS LIMITED,VOLTAS LIMITED VOLTAS HOUSE A DR BABASAHEB AMBEDKAR ROAD CHINCHPOKLI MUMBAI MAHARASHTRA PIN 400033 ,India,74111000,PLAIN COPPER TUBE IN LEVEL WOUND COIL 6 350MM X 0 580MM X LWC AS PER INV PLAIN COPPER TUBE IN LEVEL WOUND COIL 9 520MM X 0 580MM X LW,PLAIN COPPER TUBE,PLAIN COPPER,Negotiable
PATPAT TRADING PRIVATE LIMITED,PATPAT TRADING PRIVATE LIMITEDKH NO 634 1 MIN GROUND FLOOR BLOCK A,India,74198090,Wire Mesh Made of Steel Wire Mesh Made of Steel,Wire Mesh Made,Wire Mesh,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,36822000 AX HG SHOWER MODULE CONCEALED AXOR CITTERIO E 120X120MM CHROME36822000 AX HG SHOWER MODULE CONCEALED AXOR CITTERIO E 120X1,36822000 AX HG,36822000 AX,Negotiable
PARKER HANNIFIN INDIA PRIVATE LIMITED,PARKER HANNIFIN INDIA PVT LTD PLOT NO EL 26 M I D C TTC INDUSTRIAL AREAMAHAPE NAVI MUMBAIMAHARASHTRA PIN 400709 ,India,74122090,FMD06 1 LOW PRESSURE PNEUMATIC FITTING FMD06 1 LOW PRESSURE PNEUMATIC FITTING,FMD06 1 LOW,FMD06 1,Negotiable
AMPCO METAL INDIA PRIVATE LIMITED,AMPCO METAL INDIA PVT LTD GAT NO 357 73PLOT NO 12 amp 13WAGH JAINAGAR ROADKHARABWADI TAL KHEDCHAKANPUNE MAH PIN 410501 ,India,74198090,AMPCO R 18 23 RING 300 0 255 0 x 105 mm CENT CAST AND ROUGH MACHINED 2 PC AMPCO R 18 23 RING 300 0 255 0 x 105 mm CENT CAST AND ROU,AMPCO R 18,AMPCO R,Negotiable
STAR ENGINEERS INDIA PRIVATE LIMITED,STAR ENGINEERS INDIA PVT LTD 54 2 D 2 BLOCK MIDC CHINCHWAD PUNE M S PIN 411019 ,India,74092900,HO2A COPPER SHEET HO2A COPPER SHEET,HO2A COPPER SHEET,HO2A COPPER,Negotiable
MSS INDIA PRIVATE LIMITED,MSS INDIA PVT LTD H 8 MIDC AREA AMBAD NASIK MAH PIN 422010 ,India,74071010,COPPER ROD ASTMB187 CU OFE H04 23 00 X 0 00 MM RND X 3 000 00 MM QTY 91 PCS COPPER ROD,COPPER ROD ASTMB187,COPPER ROD,Negotiable
CHOWGULE AND COMPANY PRIVATE LIMITED ,CHOWGULE amp CO PRIVATE LIMITED CHOWGULE HOUSE MORMUGAO HARBOUR GOA PIN 403803 ,India,74121000,GEBERIT MAPRESS COPPER T PIECE REDUCED D22MM D1 15MM D2 22MM SHIP SPARES GEBERIT MAPRESS COPPER T PIECE,GEBERIT MAPRESS COPPER,GEBERIT MAPRESS,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,41775000 HG PEDAL BIN ADDSTORIS CHROME 41775000 HG PEDAL BIN ADDSTORIS CHROME,41775000 HG PEDAL,41775000 HG,Negotiable
VOLTAS LIMITED,VOLTAS LIMITED VOLTAS HOUSE A DR BABASAHEB AMBEDKAR ROAD CHINCHPOKLI MUMBAI MAHARASHTRA PIN 400033 ,India,74111000,SEAMLESS COPPER TUBE INNER GROOVED TUBES IGT 7 00X0 22 0 10 MM AS PER INV SEAMLESS COPPER TUBE INNER GROOVED TUBES ,SEAMLESS COPPER TUBE,SEAMLESS COPPER,Negotiable
CHOWGULE AND COMPANY PRIVATE LIMITED ,CHOWGULE amp CO PRIVATE LIMITED CHOWGULE HOUSE MORMUGAO HARBOUR GOA PIN 403803 ,India,74121000,COPPER TUBE 22MM TAB X EN1057 3M 1 LENGTH SHIP SPARES COPPER TUBE,COPPER TUBE 22MM,COPPER TUBE,Negotiable
MSS INDIA PRIVATE LIMITED,MSS INDIA PVT LTD H 8 MIDC AREA AMBAD NASIK MAH PIN 422010 ,India,74071059,COPPER PROFILE BSEN13605 CU ETP R240 64 00 X 119 69 MM PF1 X 1 010 00 MM QTY 36 PCS COPPER PROFILE,COPPER PROFILE BSEN13605,COPPER PROFILE,Negotiable
